Date,GLD,IWM,QQQ,SPY,TLT
2010-01-05,-0.0009108023746452476,-0.0034387764429096856,0.0,0.002646888208251763,0.00645742989227438
2010-01-06,0.01649959196299955,-0.0009410842993130553,-0.006031693648551939,0.0007041167022423522,-0.013386212219571592
2010-01-07,-0.006187807624317809,0.0073784359949438105,0.0006503342333619155,0.004221459339847966,0.0016827470677176493
2010-01-08,0.0049630306196752905,0.005454250609485234,0.0082303752088968,0.003327706118881002,-0.0004481692530986514
2010-01-11,0.013288997854356888,-0.004029995498866734,-0.004081783141491657,0.0013964128883947602,-0.005487531107980392
2010-01-12,-0.020912721685971247,-0.010892783069907819,-0.012510939355329098,-0.009326070613336235,0.017116609563839535
2010-01-13,0.00950315025847348,0.012901056948668943,0.01245083537553704,0.008445915569295082,-0.011624900257043436
2010-01-14,0.004393023666376061,0.003727937614766752,0.0008633101428430212,0.002704930489700663,0.014002278579223981
2010-01-15,-0.01044361493969348,-0.014546406585807858,-0.011641038397883996,-0.011224700339617422,0.0061867168013209906
2010-01-19,0.005953418988644765,0.01837288775882162,0.016140336768802,0.012496079511313596,-0.002854993024198227
2010-01-20,-0.023134812404252192,-0.014494889459152449,-0.01438114316153738,-0.010168793181953184,0.010130352860259206
2010-01-21,-0.014411599592799917,-0.01642931573720785,-0.009363664275780947,-0.019228734519997737,0.004578380615856359
2010-01-22,-0.001862760291706178,-0.017976792718226053,-0.029237495391250312,-0.02229178694985856,-0.0017369027356234357
2010-01-25,0.002892648999578862,0.0011339989702652264,0.00339677059786081,0.005127271609915773,-0.004565113942511134
2010-01-26,0.0007442705541653716,-0.00987040285156393,0.0009024617194264284,-0.00419011375495093,0.00032796850493421736
2010-01-27,-0.009576039444736839,0.010622693956113816,0.007892042941407329,0.004757074399244443,-0.0005456386991941065
2010-01-28,-0.0004693083914030227,-0.01714117242275348,-0.025727110432014255,-0.01147241819898892,-0.0005459365833213603
2010-01-29,-0.004883586176437471,-0.011023271072583163,-0.017451347174496035,-0.010868816939630488,0.008741483805662975
2010-02-01,0.02255567582388429,0.011811544892913028,0.010984039721281258,0.015550466221391002,-0.009077768617028248
2010-02-02,0.007198881313165595,0.011015943753562407,0.009015360306966924,0.012103921809409224,0.0028529259836165277
2010-02-03,-0.003940257637661482,-0.006667412298293818,0.005497949971501104,-0.004982549468966591,-0.011596328028256497
2010-02-04,-0.03983435439949368,-0.03339899849052175,-0.028935410556634844,-0.030866340758846755,0.015827477233130383
2010-02-05,0.002970178695371306,0.003896174841438338,0.008446278230559878,0.0020670234947657296,0.0021786965440226957
2010-02-08,-0.006113864996012963,-0.009954907629420418,-0.007212499841701248,-0.007218991652191753,0.0013057195415580036
2010-02-09,0.01316803858637372,0.01380372647834216,0.010311501194837147,0.012560281997499034,-0.00999009639083226
2010-02-10,-0.002751170718643836,0.002353395529266278,-0.0020879262756143824,-0.0019591359354108606,-0.009541301761688326
2010-02-11,0.01912095181048934,0.015931600447525396,0.015109703142278663,0.01046679660717853,-0.005426036456670835
2010-02-12,-0.0008400666498452614,0.007263002149454634,0.002061151446484777,-0.0008325635905356288,0.004120205468735705
2010-02-16,0.02410315591356138,0.01687973448597302,0.012796868470588807,0.015735132408665198,0.0018845153872537601
2010-02-17,-0.0033753214496574646,0.006768980663593327,0.005640548723418792,0.004737972013431069,-0.011399115308952101
2010-02-18,0.006681952923877299,0.008163828075061996,0.006282449539789958,0.005895389960544506,-0.004030174024262423
2010-02-19,-0.004637226047132237,0.0012703191379361822,-0.000445993705195713,0.002074026832063147,0.005395354790568074
2010-02-22,-0.0036539830220012615,0.0030126913619357154,-0.002007426557875447,0.00017997290433346969,-0.004136502132515707
2010-02-23,-0.010818743086801086,-0.011699694859036103,-0.01296394806650425,-0.012145024557718598,0.015603990267361922
2010-02-24,-0.004912399502225995,0.008479030430317502,0.010190510592083646,0.009197557319318816,0.0024317305654049104
2010-02-25,0.008848704758209536,0.0003172775017221685,-0.0002243441108047417,-0.001353190403074911,0.005623782834538016
2010-02-26,0.010340714355349556,-0.004123073650695197,0.003587260260854652,0.0006325344324216164,0.005153171456028893
2010-03-01,0.0,0.02324795932632373,0.014522128191388761,0.010384674648115766,-0.00043704199878458194
2010-03-02,0.01452980291927708,0.007625686242381136,0.0030833587557217434,0.0027704728162123438,-0.0013141452307977586
2010-03-03,0.005494511158316229,0.005714071822074507,0.001096548075524062,0.000891272705521029,-0.002521800397482954
2010-03-04,-0.007166491463286184,0.0026103183431764876,0.003289698819529896,0.0030273933231639294,0.005276141357267505
2010-03-05,-0.00018049510178119732,0.020371387130598606,0.01508242038695684,0.014293224104483082,-0.013120068273548058
2010-03-08,-0.0083927472761115,0.0018008678054102223,0.0019381158338249715,0.00017534097143534488,-0.005206517525005783
2010-03-09,-0.0014560978951048131,0.003596042753971407,0.005587541866471035,0.001662866498499449,0.00022297101753321336
2010-03-10,-0.011392635673468599,0.008510185101128664,0.008121319396847904,0.004455704506469038,-0.0025612421853172807
2010-03-11,0.0011984627266063974,0.0029605924190017063,0.00381633713524665,0.004174840379863598,0.0036836700960194424
2010-03-12,-0.0059852811695368935,-0.00044258545795239357,0.00021099121466328086,8.667112588445214e-05,0.006227873669734096
2010-03-15,0.003798088686430834,-0.0033967820954375894,-0.0025338629244943123,0.000260166989512145,-0.0013258363439990761
2010-03-16,0.01882614344810607,0.008594092270482356,0.006350981535601319,0.007965783819955607,0.007968318910776206
2010-03-17,-0.0073370034129791595,0.005876161838498151,0.0027340467159953086,0.005927320225628474,0.004282253637658107
2010-03-18,0.006843690346403308,-0.0030666980325917415,0.003356606035113785,-0.0005127860888298752,-0.003280594684361926
2010-03-19,-0.018669545286964517,-0.012452597062892257,-0.0060488063631266575,-0.005061245299366135,0.0009872985076870844
2010-03-22,-0.004894706180937014,0.014093166313012384,0.009054514797353752,0.005346174888321231,0.0010962912814638237
2010-03-23,0.005290020369598247,0.012726549383460517,0.006887013396396968,0.007033085355453661,-0.004707059425906546
2010-03-24,-0.01864841810152762,-0.011410846374091843,-0.004767015047595358,-0.004854852545228772,-0.018255752659831925
2010-03-25,0.004515481785126285,-0.006298453775856694,-0.0014580657709289957,-0.0016263812843072545,-0.006385364837406593
2010-03-26,0.016950717168810137,-0.000442225236101601,0.0010429309899742112,-0.0005996437385195064,0.0028184339549608417
2010-03-29,0.0014734659499526792,0.005456407972199928,0.004792027574483937,0.006347337150990118,-0.0038227235946757254
2010-03-30,-0.007172402568247138,0.0030800703088187387,0.0033170021246633485,0.0006816769096600339,0.003160177847654211
2010-03-31,0.009076555677125953,-0.008627130528915283,-0.004753134663087466,-0.0034070115981243987,0.006863579296825462
2010-04-01,0.012023912112733903,0.009292350033739627,0.0,0.006837404575130934,-0.0024452474129722512
2010-04-05,0.0057137424379836155,0.01870480925399165,0.009343993036777354,0.00814971654636265,-0.016638669420446894
2010-04-06,0.0012625069025071767,0.005881937338380716,0.0028797455252089765,0.002357579297235457,0.0016005547195834247
2010-04-07,0.013149591106227154,-0.0031370194610854663,-0.0024612397906307315,-0.005712277487458839,0.012783838970898742
2010-04-08,0.0014223812352025522,-0.001002215812727858,0.0022616429574207064,0.003463912854236195,0.0004507978457437556
2010-04-09,0.008788263207809122,0.006014584819386215,0.005950056375252588,0.006567702762101613,0.002365063180169935
2010-04-12,-0.0055437984583035504,0.004128371412400078,0.0008158770405422011,0.001589089926445686,0.005282485854697816
2010-04-13,-0.002831605068359333,0.0022682141425411917,0.005094828814877772,0.0007514613322188168,0.0032420957145584683
2010-04-14,0.0030170940680156466,0.021357534072859785,0.011962601966168052,0.011349659083437436,-0.007020241541142891
2010-04-15,0.005485293756329668,0.003046880006143171,0.0044078089520727115,0.000825366227538149,0.0011223575652301587
2010-04-16,-0.021205487283346924,-0.013391860122028865,-0.01196891582371895,-0.015912582161709876,0.007286504763070356
2010-04-19,-0.0008090285834131405,-0.0048980451185565155,-0.0006055315305314446,0.0037699474279291323,-0.0024483760328541937
2010-04-20,0.002789001838399141,0.01364104669293198,0.00505030507074089,0.008931123087460247,0.003569166929070944
2010-04-21,0.00762604056256011,0.006936710987769601,0.00562875098029858,-0.0018200098708139878,0.00822677276815309
2010-04-22,-0.004184856476894927,0.010608960692890967,0.005596193760890822,0.0029835137511307064,-0.0029770746349991883
2010-04-23,0.012070870419532032,0.01063407781230774,0.004174223771652441,0.006527854090979668,-0.0035388513940530775
2010-04-26,-0.0038872906786445727,-0.0037773661192246344,-0.0021770330692391093,-0.0037766783089167033,0.001108967340508027
2010-04-27,0.016674033289737933,-0.02288441259415963,-0.021226260618284032,-0.02365036848417923,0.014078840519943014
2010-04-28,-0.0027915877387377774,0.0016630022133585776,0.0006083075346952072,0.0075965806583024875,-0.008525811511621018
2010-04-29,-0.0002624335573230274,0.021167421097631367,0.01741925863216065,0.012397348678771847,0.0041892616914598335
2010-04-30,0.009450488647102961,-0.029263982676651423,-0.0197092106006308,-0.016961971392195907,0.011528567754303554
2010-05-03,0.003207374693346088,0.022469877954781392,0.01401298410789642,0.012961781305815157,-0.0013079035442358222
2010-05-04,-0.007431094663491344,-0.031394637244591794,-0.030042442801453184,-0.023514828469496818,0.01799594692359463
2010-05-05,0.0019151526599499036,-0.014655994346025936,-0.005161704931664013,-0.005956439341712638,0.005892434678812508
2010-05-06,0.02954211168707399,-0.037471635286025595,-0.03341668803091524,-0.033213368188676595,0.0308870667180281
2010-05-07,-0.0018567071032953297,-0.028826244694883485,-0.02490829081535373,-0.014875133258830608,-0.012501240300724414
2010-05-10,-0.00591863505631729,0.05615039842439917,0.05197091033389967,0.04404084403827713,-0.020716103837552735
2010-05-11,0.026282248662974128,0.006664260969482028,-0.0010469523141033443,-0.0028408585643886486,-0.00256399154661624
2010-05-12,0.006132917630615964,0.030651572118765014,0.018860022348467176,0.013985963239119936,-0.007604768317519328
2010-05-13,-0.0069193077160388805,-0.009633898512445338,-0.015836742924632108,-0.012430864434278321,0.006584407300461503
2010-05-14,-0.0015759357652556094,-0.019315018228769354,-0.019226911701705984,-0.018104941817393527,0.017370539584406597
2010-05-17,-0.008390812604340159,0.0018688116783180941,0.003196421308715447,0.0005264994809253132,-0.0036886452103214173
2010-05-18,0.0010891190746749047,-0.019228007965041316,-0.013806591303178406,-0.013602329776243982,0.01533843314361305
